ID,Category,cluster_id
84512719,AGRICULTURE,2
21868149,AGRICULTURE,4
37201447,AGRICULTURE,6
29897742,AGRICULTURE,6
55500538,AGRICULTURE,0
15053703,AGRICULTURE,6
15603319,AGRICULTURE,1
69336473,AGRICULTURE,8
18242317,AGRICULTURE,1
30437583,AGRICULTURE,4
14140903,AGRICULTURE,7
17312146,AGRICULTURE,0
29746235,AGRICULTURE,8
62994611,AGRICULTURE,1
38216888,AGRICULTURE,0
19851252,AGRICULTURE,0
11813872,AGRICULTURE,1
16849128,AGRICULTURE,0
23631188,AGRICULTURE,5
24001783,AGRICULTURE,0
12341902,AGRICULTURE,6
11197262,AGRICULTURE,0
10953078,AGRICULTURE,8
69859102,AGRICULTURE,2
40882926,AGRICULTURE,4
16653657,AGRICULTURE,8
24397882,AGRICULTURE,5
16172429,AGRICULTURE,5
36102323,AGRICULTURE,8
81042872,AGRICULTURE,0
19532392,AGRICULTURE,0
34141299,AGRICULTURE,2
89740812,AGRICULTURE,4
20969119,AGRICULTURE,3
27689009,AGRICULTURE,8
29510501,AGRICULTURE,6
17640785,AGRICULTURE,8
29968330,AGRICULTURE,1
28733974,AGRICULTURE,4
15546686,AGRICULTURE,8
56068028,AGRICULTURE,5
24068423,AGRICULTURE,0
12674256,AGRICULTURE,5
27888251,AGRICULTURE,0
16507693,AGRICULTURE,5
55712978,AGRICULTURE,0
26835781,AGRICULTURE,6
26921245,AGRICULTURE,1
20006992,AGRICULTURE,2
11676151,AGRICULTURE,8
24416961,AGRICULTURE,1
69360287,AGRICULTURE,2
18264694,AGRICULTURE,4
16661264,AGRICULTURE,0
26070334,AGRICULTURE,0
29142288,AGRICULTURE,2
28247753,AGRICULTURE,3
79536879,AGRICULTURE,2
17499196,AGRICULTURE,1
79261033,BPO,4
16492045,BPO,2
18589927,BPO,2
23933031,BPO,3
13964744,BPO,1
89512321,BPO,3
30709029,BPO,2
11183737,BPO,0
63158213,BPO,1
24727739,BPO,2
15145575,BPO,1
69097572,BPO,2
31064969,BPO,5
38707449,BPO,3
57706851,BPO,1
41152404,BPO,1
27710853,BPO,4
15573418,BPO,4
26829350,BPO,2
95625660,BPO,5
19362586,BPO,5
45077654,BPO,8
87118391,SALES,2
33578873,SALES,2
27607632,SALES,2
23760084,SALES,2
30083943,SALES,8
20552814,SALES,2
40987524,SALES,2
29134721,SALES,1
18062906,SALES,2
29399491,SALES,2
19473948,SALES,2
71772815,SALES,2
15765660,SALES,4
29184740,SALES,4
17781039,SALES,2
19147947,SALES,0
18328743,SALES,2
37540732,SALES,2
30608780,SALES,2
15918496,SALES,2
16223371,SALES,2
79376680,SALES,2
36904300,SALES,2
10724818,SALES,5
26994282,SALES,0
20819838,SALES,2
16511249,SALES,2
36074301,SALES,4
27624540,SALES,2
20423658,SALES,2
98509238,SALES,2
25810233,SALES,4
15273850,SALES,2
26932091,SALES,2
13812481,SALES,2
55477468,SALES,8
15973307,SALES,4
22047665,SALES,2
69155584,SALES,2
30529547,SALES,2
23296286,SALES,2
10603337,SALES,2
22319662,SALES,2
15581242,SALES,2
90682785,SALES,2
98108571,SALES,2
12351749,SALES,2
39581020,SALES,2
14267489,SALES,2
25839123,SALES,2
31454430,SALES,2
18368613,SALES,2
51349448,SALES,2
17509935,SALES,2
21595057,SALES,2
12696104,SALES,2
34303500,SALES,2
10898339,SALES,2
25315791,SALES,2
36621169,SALES,2
17378327,SALES,2
33236701,SALES,2
29211919,SALES,2
16121015,SALES,2
19582792,SALES,2
13348915,SALES,2
59422148,SALES,2
10138632,SALES,2
29805310,SALES,2
26425074,SALES,2
10464113,SALES,2
54101961,SALES,2
92200491,SALES,2
26530696,SALES,2
29332616,SALES,2
42304307,SALES,2
12820557,SALES,2
13178604,SALES,2
23929500,SALES,2
37360517,SALES,8
28377361,SALES,2
18171955,SALES,2
12082377,SALES,2
28198029,SALES,2
28867567,SALES,2
19147494,SALES,2
14358578,SALES,2
37735467,SALES,2
65456466,SALES,2
32140087,SALES,4
17704246,SALES,2
58428843,SALES,2
70528646,SALES,2
23032182,SALES,4
36970996,SALES,2
13637605,SALES,2
55097118,SALES,2
24610685,SALES,1
38087844,SALES,2
28139742,SALES,2
17410700,SALES,2
20141807,SALES,2
16280971,SALES,2
34131484,SALES,2
18885231,SALES,4
15620421,SALES,2
31199035,SALES,2
85918100,SALES,2
14381464,SALES,2
23782450,SALES,2
37792474,SALES,0
29928796,SALES,2
55104715,SALES,2
27233183,SALES,2
29815762,SALES,2
19156751,SALES,2
27096471,CONSULTANT,3
43311839,CONSULTANT,1
15119529,CONSULTANT,4
88907739,CONSULTANT,1
31395742,CONSULTANT,1
93349646,CONSULTANT,1
25694422,CONSULTANT,8
26291616,CONSULTANT,1
11020140,CONSULTANT,1
93459677,CONSULTANT,1
18079050,CONSULTANT,5
25213006,CONSULTANT,2
14517953,CONSULTANT,1
39308779,CONSULTANT,5
51724595,CONSULTANT,1
22259768,CONSULTANT,1
10332998,CONSULTANT,8
24643412,CONSULTANT,1
69181350,CONSULTANT,4
18856440,CONSULTANT,8
15433732,CONSULTANT,4
15281412,CONSULTANT,1
15699744,CONSULTANT,4
28951817,CONSULTANT,8
38165833,CONSULTANT,2
13586069,CONSULTANT,8
30083884,CONSULTANT,0
51432451,CONSULTANT,1
31169070,CONSULTANT,1
29723311,CONSULTANT,1
22485475,CONSULTANT,8
22556198,CONSULTANT,8
30863060,CONSULTANT,1
78016758,CONSULTANT,2
12897903,CONSULTANT,3
34875813,CONSULTANT,4
11333660,CONSULTANT,4
21366189,CONSULTANT,1
32637306,CONSULTANT,4
71888547,CONSULTANT,4
29770086,CONSULTANT,4
99714410,CONSULTANT,0
39441617,CONSULTANT,1
12374933,CONSULTANT,1
20176584,CONSULTANT,1
32433431,CONSULTANT,4
88691367,CONSULTANT,5
17025292,CONSULTANT,1
23302948,CONSULTANT,0
24828381,CONSULTANT,8
38896303,CONSULTANT,1
31217840,CONSULTANT,1
38399177,CONSULTANT,8
19161572,CONSULTANT,1
29647215,CONSULTANT,8
73075521,CONSULTANT,8
17983957,CONSULTANT,8
20314980,CONSULTANT,1
21512769,CONSULTANT,8
21568833,CONSULTANT,5
27726066,CONSULTANT,3
91189201,CONSULTANT,4
95429627,CONSULTANT,1
12526702,CONSULTANT,0
92246939,CONSULTANT,1
48533663,CONSULTANT,8
38457612,CONSULTANT,1
27788376,CONSULTANT,8
31016926,CONSULTANT,8
43378989,CONSULTANT,1
13454871,CONSULTANT,1
19936735,CONSULTANT,4
33919379,CONSULTANT,8
95350373,CONSULTANT,8
15602094,CONSULTANT,1
95792386,CONSULTANT,5
28243590,CONSULTANT,5
14593060,CONSULTANT,1
13313917,CONSULTANT,4
12251115,CONSULTANT,8
20574232,CONSULTANT,1
12955994,CONSULTANT,8
16964217,CONSULTANT,8
13215696,CONSULTANT,2
29196643,CONSULTANT,1
22351830,CONSULTANT,1
11415967,CONSULTANT,5
29297393,CONSULTANT,8
18227306,CONSULTANT,8
31201660,CONSULTANT,4
25258040,CONSULTANT,3
56792999,CONSULTANT,1
22571461,CONSULTANT,3
80527194,CONSULTANT,4
37818861,CONSULTANT,0
91116867,CONSULTANT,2
14346702,CONSULTANT,2
15083600,CONSULTANT,5
63670997,CONSULTANT,4
17307206,CONSULTANT,4
67406885,CONSULTANT,0
57364820,CONSULTANT,1
79570655,CONSULTANT,8
13569152,CONSULTANT,1
65062795,CONSULTANT,1
10984392,CONSULTANT,5
49777184,CONSULTANT,3
11835339,CONSULTANT,7
21156767,CONSULTANT,1
26234972,CONSULTANT,4
15535920,CONSULTANT,1
26919036,CONSULTANT,5
57601040,CONSULTANT,0
29076405,CONSULTANT,2
26167298,CONSULTANT,4
13837784,DIGITAL-MEDIA,4
16509761,DIGITAL-MEDIA,4
29915354,DIGITAL-MEDIA,4
82929064,DIGITAL-MEDIA,4
10515955,DIGITAL-MEDIA,2
14945250,DIGITAL-MEDIA,4
28609364,DIGITAL-MEDIA,4
19861776,DIGITAL-MEDIA,4
14036515,DIGITAL-MEDIA,8
11005406,DIGITAL-MEDIA,1
17132168,DIGITAL-MEDIA,4
15353911,DIGITAL-MEDIA,4
18501746,DIGITAL-MEDIA,4
26341987,DIGITAL-MEDIA,4
27419236,DIGITAL-MEDIA,1
13328680,DIGITAL-MEDIA,4
17584743,DIGITAL-MEDIA,4
14761906,DIGITAL-MEDIA,6
31162167,DIGITAL-MEDIA,4
15226699,DIGITAL-MEDIA,0
25525152,DIGITAL-MEDIA,4
13343786,DIGITAL-MEDIA,3
15484097,DIGITAL-MEDIA,1
25723793,DIGITAL-MEDIA,2
19444529,DIGITAL-MEDIA,4
33893326,DIGITAL-MEDIA,4
18442517,DIGITAL-MEDIA,1
40883703,DIGITAL-MEDIA,4
27981289,DIGITAL-MEDIA,1
18900722,DIGITAL-MEDIA,4
28109594,DIGITAL-MEDIA,4
31929166,DIGITAL-MEDIA,4
24574164,DIGITAL-MEDIA,4
23085604,DIGITAL-MEDIA,1
27080812,DIGITAL-MEDIA,4
14209965,DIGITAL-MEDIA,4
20330739,DIGITAL-MEDIA,4
37739183,DIGITAL-MEDIA,4
14771530,DIGITAL-MEDIA,4
62700506,DIGITAL-MEDIA,4
34319869,DIGITAL-MEDIA,4
30999638,DIGITAL-MEDIA,2
11677012,DIGITAL-MEDIA,4
18525641,DIGITAL-MEDIA,4
91539554,DIGITAL-MEDIA,0
13503650,DIGITAL-MEDIA,8
23864858,DIGITAL-MEDIA,4
24658786,DIGITAL-MEDIA,4
39166680,DIGITAL-MEDIA,4
25038571,DIGITAL-MEDIA,4
33542483,DIGITAL-MEDIA,4
58915642,DIGITAL-MEDIA,4
18927233,DIGITAL-MEDIA,4
16893572,DIGITAL-MEDIA,4
18488289,DIGITAL-MEDIA,4
31909493,DIGITAL-MEDIA,4
29002596,DIGITAL-MEDIA,4
73282756,DIGITAL-MEDIA,4
94492380,DIGITAL-MEDIA,4
18905648,DIGITAL-MEDIA,2
70196518,DIGITAL-MEDIA,4
56952849,DIGITAL-MEDIA,1
40311088,DIGITAL-MEDIA,4
19053815,DIGITAL-MEDIA,4
10005171,DIGITAL-MEDIA,4
26160200,DIGITAL-MEDIA,4
59011090,DIGITAL-MEDIA,4
34583750,DIGITAL-MEDIA,4
22380187,DIGITAL-MEDIA,4
24953921,DIGITAL-MEDIA,1
20490741,DIGITAL-MEDIA,4
21125113,DIGITAL-MEDIA,1
11270462,DIGITAL-MEDIA,4
90685127,DIGITAL-MEDIA,4
20628003,DIGITAL-MEDIA,4
30504149,DIGITAL-MEDIA,4
25706337,DIGITAL-MEDIA,4
91318828,DIGITAL-MEDIA,2
42156237,DIGITAL-MEDIA,4
80679862,DIGITAL-MEDIA,4
16276121,DIGITAL-MEDIA,4
27921561,DIGITAL-MEDIA,1
50219114,DIGITAL-MEDIA,4
30864828,DIGITAL-MEDIA,0
17562754,DIGITAL-MEDIA,4
24679149,DIGITAL-MEDIA,4
81508860,DIGITAL-MEDIA,4
28679359,DIGITAL-MEDIA,4
14556869,DIGITAL-MEDIA,4
23810469,DIGITAL-MEDIA,4
16536141,DIGITAL-MEDIA,4
12085736,DIGITAL-MEDIA,4
20210676,DIGITAL-MEDIA,4
22706174,DIGITAL-MEDIA,4
18354623,DIGITAL-MEDIA,4
17432318,DIGITAL-MEDIA,4
11797122,AUTOMOBILE,0
16332293,AUTOMOBILE,2
28790806,AUTOMOBILE,1
91515108,AUTOMOBILE,2
32109048,AUTOMOBILE,8
11152490,AUTOMOBILE,6
99680385,AUTOMOBILE,0
15790602,AUTOMOBILE,4
17510973,AUTOMOBILE,8
23522150,AUTOMOBILE,2
11257723,AUTOMOBILE,8
14455622,AUTOMOBILE,0
84295343,AUTOMOBILE,8
78357954,AUTOMOBILE,2
24703983,AUTOMOBILE,5
47487091,AUTOMOBILE,2
23009962,AUTOMOBILE,4
22732234,AUTOMOBILE,8
18448085,AUTOMOBILE,1
11887930,AUTOMOBILE,8
14508237,AUTOMOBILE,8
15100547,AUTOMOBILE,8
97449528,AUTOMOBILE,3
26341645,AUTOMOBILE,1
82140102,AUTOMOBILE,8
17571262,AUTOMOBILE,5
32069695,AUTOMOBILE,2
22946204,AUTOMOBILE,0
63989974,AUTOMOBILE,1
15484011,AUTOMOBILE,8
18932512,AUTOMOBILE,2
15210069,AUTOMOBILE,2
25047127,AUTOMOBILE,2
22452756,AUTOMOBILE,0
24592627,AUTOMOBILE,8
51508889,AUTOMOBILE,1
15180322,CHEF,8
24221960,CHEF,7
24673903,CHEF,7
19007667,CHEF,7
30311202,CHEF,7
11121498,CHEF,7
32518109,CHEF,7
26718039,CHEF,7
23568731,CHEF,7
14663897,CHEF,7
21904897,CHEF,7
23591247,CHEF,7
16594812,CHEF,7
19831366,CHEF,7
16804396,CHEF,7
92122785,CHEF,7
27831220,CHEF,7
13411858,CHEF,7
25924968,CHEF,7
34252537,CHEF,7
81373857,CHEF,7
92985983,CHEF,7
34452806,CHEF,7
21611637,CHEF,7
13095891,CHEF,7
12717345,CHEF,7
23841877,CHEF,7
23032276,CHEF,7
32605413,CHEF,7
65373280,CHEF,7
27909372,CHEF,7
47603843,CHEF,7
11444536,CHEF,7
25953797,CHEF,7
23185829,CHEF,7
21869994,CHEF,7
28424982,CHEF,7
47317494,CHEF,7
29784524,CHEF,7
10001727,CHEF,7
74522938,CHEF,7
91591026,CHEF,7
21511817,CHEF,7
35468363,CHEF,7
37231163,CHEF,7
16924102,CHEF,7
28092317,CHEF,7
16855929,CHEF,7
29211359,CHEF,7
27820360,CHEF,7
48580330,CHEF,7
29072179,CHEF,7
94047639,CHEF,7
21622444,CHEF,7
33964275,CHEF,7
21101152,CHEF,7
25128608,CHEF,7
18825446,CHEF,7
61322296,CHEF,7
20817322,CHEF,7
29449419,CHEF,7
20321582,CHEF,7
19285236,CHEF,7
13264154,CHEF,7
47729453,CHEF,7
51554903,CHEF,7
14569498,CHEF,7
22561438,CHEF,7
12420359,CHEF,7
16248476,CHEF,7
10653119,CHEF,7
11209758,CHEF,7
86551046,CHEF,7
23807940,CHEF,7
29775391,CHEF,7
53265899,CHEF,7
38309905,CHEF,7
29772450,CHEF,7
21334981,CHEF,7
10276858,CHEF,7
10588874,CHEF,7
35157762,CHEF,7
91072502,CHEF,7
13212436,CHEF,7
15261348,CHEF,7
27662298,CHEF,7
16066857,CHEF,7
30337969,CHEF,7
10333299,CHEF,7
28396528,CHEF,8
19268120,CHEF,7
20691949,CHEF,7
26189601,CHEF,7
30826569,CHEF,7
91268638,CHEF,7
18036030,CHEF,0
36366044,CHEF,2
23398733,CHEF,6
29990140,CHEF,2
30128072,CHEF,4
28176889,CHEF,7
10889157,CHEF,7
19951766,CHEF,2
57262959,CHEF,3
20033302,CHEF,7
24709432,CHEF,0
62555739,CHEF,2
31547476,CHEF,8
18480859,CHEF,7
12254068,CHEF,8
11432686,CHEF,4
25452321,CHEF,2
28230807,CHEF,7
15354126,CHEF,7
12155206,CHEF,6
27298953,CHEF,4
68338341,CHEF,7
22349169,CHEF,7
11877150,FINANCE,5
86549455,FINANCE,4
26530575,FINANCE,8
23955183,FINANCE,5
24854026,FINANCE,5
48285304,FINANCE,5
14722634,FINANCE,5
27789372,FINANCE,5
26767199,FINANCE,5
15891494,FINANCE,5
78229715,FINANCE,5
22720697,FINANCE,5
70541112,FINANCE,5
20705888,FINANCE,2
28522529,FINANCE,5
19147603,FINANCE,5
11490673,FINANCE,5
84356308,FINANCE,5
91564103,FINANCE,5
22622351,FINANCE,5
61634281,FINANCE,5
24530382,FINANCE,5
27018361,FINANCE,5
92524964,FINANCE,5
19405513,FINANCE,5
17775916,FINANCE,5
18975686,FINANCE,2
28758002,FINANCE,5
59938965,FINANCE,2
28396458,FINANCE,5
27914096,FINANCE,5
57088974,FINANCE,5
26231609,FINANCE,5
20836112,FINANCE,4
28398216,FINANCE,5
26961846,FINANCE,5
37931076,FINANCE,2
16426777,FINANCE,5
26750846,FINANCE,5
28623782,FINANCE,5
81677620,FINANCE,5
14413148,FINANCE,5
76454959,FINANCE,5
11441764,FINANCE,5
24411323,FINANCE,2
33685988,FINANCE,5
62850928,FINANCE,5
34250007,FINANCE,5
74849878,FINANCE,2
25497147,FINANCE,5
31948488,FINANCE,5
18640927,FINANCE,2
77638654,FINANCE,5
38441665,FINANCE,5
18072085,FINANCE,5
14408510,FINANCE,5
12858898,FINANCE,5
24670867,FINANCE,5
29648950,FINANCE,2
27330027,FINANCE,5
17880988,FINANCE,5
15011085,FINANCE,5
20977412,FINANCE,5
26013403,FINANCE,5
84373843,FINANCE,5
21912637,FINANCE,5
14181049,FINANCE,5
29998869,FINANCE,5
18024825,FINANCE,4
28973180,FINANCE,4
23573064,FINANCE,5
10549585,FINANCE,1
23354541,FINANCE,5
29494962,FINANCE,5
81217013,FINANCE,5
39675895,FINANCE,5
12071138,FINANCE,5
25330083,FINANCE,5
69487178,FINANCE,5
86595128,FINANCE,4
74512244,FINANCE,5
25678238,FINANCE,5
38907798,FINANCE,5
58165257,FINANCE,5
93653247,FINANCE,1
29612672,FINANCE,5
66741193,FINANCE,5
24553863,FINANCE,5
16449850,FINANCE,5
47410104,FINANCE,5
38225199,FINANCE,3
14106638,FINANCE,5
19243556,FINANCE,5
20880935,FINANCE,5
95519832,FINANCE,5
39295103,FINANCE,5
25101183,FINANCE,5
88038965,FINANCE,8
17392859,FINANCE,5
20969845,FINANCE,5
20275356,FINANCE,5
59818742,FINANCE,5
72136463,FINANCE,5
98513424,FINANCE,5
15717923,FINANCE,5
24833063,FINANCE,5
15792052,FINANCE,5
59450123,FINANCE,5
24611721,FINANCE,3
15224503,FINANCE,5
27409087,FINANCE,5
20918464,FINANCE,5
19540089,FINANCE,5
28724469,FINANCE,2
18636651,FINANCE,5
59777056,FINANCE,5
22492537,FINANCE,5
24967652,FINANCE,2
24533931,APPAREL,2
21807211,APPAREL,2
71767359,APPAREL,4
27694040,APPAREL,0
15535408,APPAREL,2
13386301,APPAREL,2
27091280,APPAREL,2
14413257,APPAREL,4
11677077,APPAREL,2
29521434,APPAREL,2
50324968,APPAREL,2
13764840,APPAREL,4
19070271,APPAREL,0
56151548,APPAREL,3
16391949,APPAREL,2
13418452,APPAREL,5
27099856,APPAREL,4
26046878,APPAREL,2
35121930,APPAREL,8
10182582,APPAREL,2
12669075,APPAREL,2
16915389,APPAREL,4
12668625,APPAREL,2
14698557,APPAREL,2
27549075,APPAREL,8
31225895,APPAREL,2
15479281,APPAREL,4
26691587,APPAREL,2
11232471,APPAREL,2
21007083,APPAREL,4
20905088,APPAREL,0
16723524,APPAREL,0
14937492,APPAREL,4
72807293,APPAREL,5
30344127,APPAREL,4
23719943,APPAREL,4
58208591,APPAREL,2
15154822,APPAREL,4
46514339,APPAREL,3
11409460,APPAREL,0
99806115,APPAREL,2
29640922,APPAREL,4
12860543,APPAREL,4
29764492,APPAREL,4
91533580,APPAREL,2
13807808,APPAREL,4
16605640,APPAREL,1
17714174,APPAREL,2
28998957,APPAREL,1
71499299,APPAREL,5
30430249,APPAREL,2
10876132,APPAREL,8
18509268,APPAREL,2
35571205,APPAREL,2
23190306,APPAREL,2
29028935,APPAREL,2
12059610,APPAREL,0
26829561,APPAREL,0
78273826,APPAREL,0
27176039,APPAREL,2
22249155,APPAREL,8
25142074,APPAREL,2
19402977,APPAREL,2
13858219,APPAREL,2
15746146,APPAREL,4
17659053,APPAREL,2
26586477,APPAREL,2
37750854,APPAREL,4
33665485,APPAREL,2
26098594,APPAREL,8
91026230,APPAREL,4
16985289,APPAREL,4
54308684,APPAREL,4
10562768,APPAREL,1
41586420,APPAREL,2
21570485,APPAREL,8
12122372,APPAREL,4
14304010,APPAREL,4
36136569,APPAREL,1
35603950,APPAREL,2
52252936,APPAREL,3
70750649,APPAREL,4
43852883,APPAREL,3
31761591,APPAREL,9
31362807,APPAREL,2
24516163,APPAREL,2
20504094,APPAREL,5
24989856,APPAREL,2
16500168,APPAREL,4
35985133,APPAREL,5
22852364,APPAREL,5
83566455,APPAREL,2
10738095,APPAREL,2
36094883,APPAREL,6
19714635,APPAREL,4
56025640,APPAREL,0
25543217,APPAREL,5
14206561,ENGINEERING,0
15139979,ENGINEERING,0
44624796,ENGINEERING,0
54227873,ENGINEERING,0
28005884,ENGINEERING,0
82246962,ENGINEERING,1
13149176,ENGINEERING,0
12022566,ENGINEERING,0
20981299,ENGINEERING,0
25919149,ENGINEERING,0
86828820,ENGINEERING,0
28320387,ENGINEERING,0
27756469,ENGINEERING,5
14049846,ENGINEERING,0
43752620,ENGINEERING,0
74236636,ENGINEERING,0
47549345,ENGINEERING,0
28505854,ENGINEERING,1
38535335,ENGINEERING,1
25608963,ENGINEERING,0
24647794,ENGINEERING,0
16803215,ENGINEERING,2
37335325,ENGINEERING,1
81125166,ENGINEERING,0
32081266,ENGINEERING,0
25797445,ENGINEERING,0
28831378,ENGINEERING,0
50328713,ENGINEERING,0
27040860,ENGINEERING,0
21807224,ENGINEERING,0
17926546,ENGINEERING,0
20882041,ENGINEERING,0
56691064,ENGINEERING,1
64755882,ENGINEERING,0
30097175,ENGINEERING,0
28628090,ENGINEERING,0
19612167,ENGINEERING,0
21298336,ENGINEERING,0
25930778,ENGINEERING,0
31684925,ENGINEERING,0
39855211,ENGINEERING,0
12518008,ENGINEERING,0
20566550,ENGINEERING,0
55953734,ENGINEERING,0
23234047,ENGINEERING,0
38314236,ENGINEERING,0
25425322,ENGINEERING,0
55595908,ENGINEERING,0
28631840,ENGINEERING,0
23438227,ENGINEERING,0
35737840,ENGINEERING,0
90280583,ENGINEERING,0
51588273,ENGINEERING,1
15601399,ENGINEERING,0
64468610,ENGINEERING,1
28078163,ENGINEERING,1
31677347,ENGINEERING,1
28762662,ENGINEERING,1
15858254,ENGINEERING,0
16911115,ENGINEERING,8
27152464,ENGINEERING,1
35651876,ENGINEERING,0
19124258,ENGINEERING,0
24322804,ENGINEERING,0
12488356,ENGINEERING,1
26834746,ENGINEERING,0
32985311,ENGINEERING,1
39835894,ENGINEERING,0
21847415,ENGINEERING,0
30288581,ENGINEERING,0
36149549,ENGINEERING,0
17103000,ENGINEERING,0
12011623,ENGINEERING,1
12748557,ENGINEERING,1
28923650,ENGINEERING,0
30542184,ENGINEERING,0
19396040,ENGINEERING,0
35389360,ENGINEERING,1
36517781,ENGINEERING,0
15941675,ENGINEERING,0
19397727,ENGINEERING,0
47919212,ENGINEERING,1
10712803,ENGINEERING,0
14554542,ENGINEERING,0
22605864,ENGINEERING,1
49127329,ENGINEERING,0
10219099,ENGINEERING,0
82125182,ENGINEERING,0
22890839,ENGINEERING,1
17108676,ENGINEERING,0
17488801,ENGINEERING,0
23497307,ENGINEERING,0
19553067,ENGINEERING,5
11981094,ENGINEERING,1
17043822,ENGINEERING,8
21038022,ENGINEERING,1
60004873,ENGINEERING,0
38220146,ENGINEERING,0
47276718,ENGINEERING,0
28630325,ENGINEERING,1
13264796,ENGINEERING,1
96029688,ENGINEERING,0
32802563,ENGINEERING,2
18753367,ENGINEERING,0
26456899,ENGINEERING,0
10985403,ENGINEERING,0
10030015,ENGINEERING,0
86209934,ENGINEERING,0
11890896,ENGINEERING,4
10624813,ENGINEERING,1
61579998,ENGINEERING,1
62071407,ENGINEERING,0
12472574,ENGINEERING,1
31694970,ENGINEERING,0
33685075,ENGINEERING,0
77828437,ENGINEERING,0
35172961,ENGINEERING,0
21629057,ENGINEERING,0
15906625,ACCOUNTANT,5
30361788,ACCOUNTANT,5
21031285,ACCOUNTANT,5
25749150,ACCOUNTANT,8
12338274,ACCOUNTANT,5
33527446,ACCOUNTANT,5
12442909,ACCOUNTANT,5
37997506,ACCOUNTANT,5
37370455,ACCOUNTANT,5
10554236,ACCOUNTANT,5
31602598,ACCOUNTANT,5
19545827,ACCOUNTANT,5
14470533,ACCOUNTANT,5
43685045,ACCOUNTANT,5
18365791,ACCOUNTANT,5
14224370,ACCOUNTANT,5
21794875,ACCOUNTANT,5
23734441,ACCOUNTANT,5
39115899,ACCOUNTANT,5
23139819,ACCOUNTANT,5
42487883,ACCOUNTANT,5
23636277,ACCOUNTANT,5
21338490,ACCOUNTANT,5
14491649,ACCOUNTANT,5
17407184,ACCOUNTANT,5
30813919,ACCOUNTANT,5
78403342,ACCOUNTANT,5
20393721,ACCOUNTANT,5
24817041,ACCOUNTANT,5
27980446,ACCOUNTANT,5
25462793,ACCOUNTANT,5
29456173,ACCOUNTANT,5
59403481,ACCOUNTANT,5
13491889,ACCOUNTANT,5
25846894,ACCOUNTANT,5
53640713,ACCOUNTANT,5
11163645,ACCOUNTANT,5
23513618,ACCOUNTANT,5
75286906,ACCOUNTANT,5
20253563,ACCOUNTANT,5
16237710,ACCOUNTANT,5
13294301,ACCOUNTANT,5
13130984,ACCOUNTANT,5
25127518,ACCOUNTANT,5
24799301,ACCOUNTANT,5
25067742,ACCOUNTANT,5
15821633,ACCOUNTANT,5
15363277,ACCOUNTANT,5
18132924,ACCOUNTANT,5
63137898,ACCOUNTANT,5
21763056,ACCOUNTANT,5
20624984,ACCOUNTANT,5
25935030,ACCOUNTANT,5
17556527,ACCOUNTANT,5
28939941,ACCOUNTANT,5
28359817,ACCOUNTANT,5
20345168,ACCOUNTANT,5
14496667,ACCOUNTANT,5
25862026,ACCOUNTANT,5
23246831,ACCOUNTANT,5
49204385,ACCOUNTANT,5
12802330,ACCOUNTANT,5
22925443,ACCOUNTANT,5
28614791,ACCOUNTANT,5
30304575,ACCOUNTANT,5
26065877,ACCOUNTANT,5
29821051,ACCOUNTANT,5
29999135,ACCOUNTANT,5
21853199,ACCOUNTANT,5
39674178,ACCOUNTANT,5
14449423,ACCOUNTANT,5
25547145,ACCOUNTANT,2
14055988,ACCOUNTANT,5
27637576,ACCOUNTANT,5
49997097,ACCOUNTANT,5
27558837,ACCOUNTANT,5
14126433,ACCOUNTANT,5
34198885,ACCOUNTANT,5
62809577,ACCOUNTANT,5
12065211,ACCOUNTANT,5
23416654,ACCOUNTANT,5
38847011,ACCOUNTANT,5
27573855,ACCOUNTANT,5
15592167,ACCOUNTANT,5
20082776,ACCOUNTANT,5
10674770,ACCOUNTANT,5
24294778,ACCOUNTANT,5
11759079,ACCOUNTANT,5
18669563,ACCOUNTANT,5
18569929,ACCOUNTANT,5
80053367,ACCOUNTANT,5
87635012,ACCOUNTANT,5
24703009,ACCOUNTANT,5
25867805,ACCOUNTANT,5
35554162,ACCOUNTANT,5
13701259,ACCOUNTANT,5
12202337,ACCOUNTANT,5
19446337,ACCOUNTANT,5
15289348,ACCOUNTANT,5
28969385,ACCOUNTANT,5
36425270,ACCOUNTANT,5
78257294,ACCOUNTANT,5
23438112,ACCOUNTANT,5
98559931,ACCOUNTANT,5
17306905,ACCOUNTANT,5
12780508,ACCOUNTANT,5
26975573,ACCOUNTANT,5
28298773,ACCOUNTANT,5
29050809,ACCOUNTANT,5
34816637,ACCOUNTANT,5
22465498,ACCOUNTANT,5
24103168,ACCOUNTANT,5
36024962,ACCOUNTANT,5
18635654,ACCOUNTANT,5
50222417,ACCOUNTANT,5
23387174,ACCOUNTANT,5
13072019,ACCOUNTANT,5
82649935,ACCOUNTANT,5
99433371,CONSTRUCTION,4
10734870,CONSTRUCTION,0
18472240,CONSTRUCTION,0
71576860,CONSTRUCTION,2
29087505,CONSTRUCTION,0
22965804,CONSTRUCTION,0
33141415,CONSTRUCTION,1
26509539,CONSTRUCTION,0
36331163,CONSTRUCTION,0
25656981,CONSTRUCTION,0
26091595,CONSTRUCTION,0
11393213,CONSTRUCTION,0
14900898,CONSTRUCTION,0
25098739,CONSTRUCTION,0
78114950,CONSTRUCTION,0
35971546,CONSTRUCTION,0
22019500,CONSTRUCTION,0
12839152,CONSTRUCTION,0
