JobID,ranked_resume_ids,matched_categories,category_rerank_applied
CW-106,"[""18488289"", ""80679862"", ""73282756"", ""28679359"", ""18354623"", ""19053815"", ""26160200"", ""20628003"", ""50219114"", ""39166680""]","[""DIGITAL-MEDIA""]",True
CW-107,"[""19053815"", ""18488289"", ""33542483"", ""20210676"", ""17562754"", ""20628003"", ""80679862"", ""23864858"", ""27419236"", ""26160200""]","[""DIGITAL-MEDIA""]",True
CW-108,"[""18488289"", ""33542483"", ""17562754"", ""19053815"", ""80679862"", ""20210676"", ""20628003"", ""26160200"", ""18354623"", ""18525641""]","[""DIGITAL-MEDIA""]",True
CW-109,"[""18488289"", ""19053815"", ""80679862"", ""17562754"", ""33542483"", ""20628003"", ""26160200"", ""18525641"", ""16536141"", ""23864858""]","[""DIGITAL-MEDIA""]",True
CW-110,"[""80679862"", ""18488289"", ""19053815"", ""73282756"", ""18354623"", ""18525641"", ""39166680"", ""50219114"", ""33542483"", ""31909493""]","[""DIGITAL-MEDIA""]",True
CW-111,"[""18488289"", ""20210676"", ""19053815"", ""33542483"", ""80679862"", ""20628003"", ""18354623"", ""17562754"", ""27419236"", ""31909493""]","[""DIGITAL-MEDIA""]",True
CW-112,"[""18488289"", ""80679862"", ""33542483"", ""19053815"", ""17562754"", ""20628003"", ""18354623"", ""20210676"", ""26160200"", ""18927233""]","[""DIGITAL-MEDIA""]",True
CW-113,"[""18488289"", ""80679862"", ""19053815"", ""33542483"", ""39166680"", ""18525641"", ""18354623"", ""23864858"", ""31909493"", ""17562754""]","[""DIGITAL-MEDIA""]",True
CW-114,"[""18488289"", ""80679862"", ""39166680"", ""16536141"", ""18525641"", ""19053815"", ""33542483"", ""18354623"", ""31909493"", ""50219114""]","[""DIGITAL-MEDIA""]",True
CW-115,"[""18488289"", ""33542483"", ""19053815"", ""20210676"", ""17562754"", ""80679862"", ""20628003"", ""18354623"", ""31909493"", ""27419236""]","[""DIGITAL-MEDIA""]",True
CW-116,"[""18488289"", ""80679862"", ""19053815"", ""33542483"", ""17562754"", ""20210676"", ""20628003"", ""26160200"", ""18354623"", ""27419236""]","[""DIGITAL-MEDIA""]",True
CW-117,"[""18488289"", ""80679862"", ""17562754"", ""19053815"", ""33542483"", ""26160200"", ""18354623"", ""20628003"", ""18525641"", ""73282756""]","[""DIGITAL-MEDIA""]",True
CW-118,"[""80679862"", ""18488289"", ""19053815"", ""16536141"", ""17562754"", ""18354623"", ""33542483"", ""31909493"", ""18525641"", ""20210676""]","[""DIGITAL-MEDIA""]",True
CW-119,"[""18488289"", ""20210676"", ""33542483"", ""19053815"", ""80679862"", ""20628003"", ""17562754"", ""18354623"", ""15353911"", ""27419236""]","[""DIGITAL-MEDIA""]",True
CW-120,"[""18488289"", ""33542483"", ""19053815"", ""17562754"", ""80679862"", ""20628003"", ""20210676"", ""15353911"", ""18354623"", ""16509761""]","[""DIGITAL-MEDIA""]",True
CSA-F-001,"[""20237244"", ""27058381"", ""24913648"", ""36856210"", ""18187364"", ""17688766"", ""31243710"", ""52246737"", ""10247517"", ""89413122""]","[""INFORMATION-TECHNOLOGY""]",True
CSA-F-002,"[""27058381"", ""20237244"", ""17688766"", ""24913648"", ""18187364"", ""52246737"", ""36856210"", ""20879311"", ""21780877"", ""24889109""]","[""INFORMATION-TECHNOLOGY""]",True
CSA-F-003,"[""20237244"", ""27058381"", ""18187364"", ""36856210"", ""24913648"", ""31243710"", ""17688766"", ""52246737"", ""22450718"", ""17987433""]","[""INFORMATION-TECHNOLOGY""]",True
CSA-F-004,"[""20237244"", ""27058381"", ""20806155"", ""73030450"", ""19616406"", ""18155310"", ""28828844"", ""52979663"", ""39970711"", ""24402267""]","[""HR""]",True
CSA-F-005,"[""20237244"", ""20806155"", ""18187364"", ""73030450"", ""27058381"", ""36856210"", ""56068028"", ""52246737"", ""33627938"", ""24913648""]","[""HR""]",True
CSA-F-006,"[""20237244"", ""27058381"", ""18187364"", ""24913648"", ""36856210"", ""27770859"", ""25959103"", ""17688766"", ""31243710"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
CSA-F-007,"[""10554236"", ""20237244"", ""27058381"", ""39674178"", ""59403481"", ""12780508"", ""75286906"", ""21853199"", ""24913648"", ""12802330""]","[""ACCOUNTANT""]",True
CSA-F-008,"[""20237244"", ""27058381"", ""24913648"", ""18187364"", ""31243710"", ""36856210"", ""27770859"", ""17987433"", ""17688766"", ""22450718""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
CSA-F-009,"[""20237244"", ""27058381"", ""24913648"", ""33627938"", ""73030450"", ""18187364"", ""52246737"", ""31243710"", ""36856210"", ""33241454""]",[],False
CSA-F-010,"[""20237244"", ""27058381"", ""24913648"", ""18187364"", ""36856210"", ""31243710"", ""17688766"", ""57002858"", ""10247517"", ""52246737""]","[""ACCOUNTANT"", ""INFORMATION-TECHNOLOGY""]",True
CSA-E-011,"[""20237244"", ""17688766"", ""18187364"", ""36856210"", ""27058381"", ""10247517"", ""24913648"", ""29051656"", ""20824105"", ""52246737""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
CSA-E-012,"[""10554236"", ""12802330"", ""52979663"", ""20806155"", ""87635012"", ""56068028"", ""21031285"", ""75286906"", ""11759079"", ""39674178""]","[""ACCOUNTANT"", ""HR""]",True
CSA-E-013,"[""20237244"", ""24913648"", ""31243710"", ""57002858"", ""18187364"", ""17688766"", ""22450718"", ""10247517"", ""27058381"", ""17987433""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
CSA-E-014,"[""18155310"", ""27165830"", ""52979663"", ""20806155"", ""20993320"", ""32308556"", ""25676643"", ""56068028"", ""39970711"", ""21265194""]","[""HR""]",True
CSA-E-015,"[""18187364"", ""20237244"", ""36856210"", ""52246737"", ""19796840"", ""17688766"", ""24083609"", ""10247517"", ""10554236"", ""15297298""]","[""ACCOUNTANT"", ""INFORMATION-TECHNOLOGY""]",True
CSA-E-016,"[""20824105"", ""57002858"", ""20237244"", ""36856210"", ""27058381"", ""18187364"", ""17688766"", ""52246737"", ""24913648"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
CSA-E-017,"[""20237244"", ""18187364"", ""36856210"", ""17688766"", ""24083609"", ""24913648"", ""52246737"", ""10247517"", ""89413122"", ""17111768""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
CSA-E-018,"[""22605864"", ""30542184"", ""10554236"", ""24647794"", ""20237244"", ""12472574"", ""18753367"", ""39835894"", ""27152464"", ""28078163""]","[""ACCOUNTANT"", ""ENGINEERING"", ""HR""]",True
CSA-E-019,"[""20806155"", ""52979663"", ""20237244"", ""39970711"", ""24184357"", ""27018550"", ""28828844"", ""34740556"", ""24402267"", ""17855844""]","[""HR""]",True
CSA-E-020,"[""18155310"", ""52979663"", ""27165830"", ""20806155"", ""56068028"", ""32308556"", ""13418452"", ""52246737"", ""36856210"", ""27058381""]","[""HR""]",True
DA001,"[""30223363"", ""79541391"", ""29051656"", ""37764298"", ""16186411"", ""22450718"", ""18067556"", ""26746496"", ""52618188"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DA002,"[""30223363"", ""29051656"", ""37764298"", ""79541391"", ""16186411"", ""13385306"", ""26746496"", ""22450718"", ""18067556"", ""36434348""]","[""INFORMATION-TECHNOLOGY""]",True
DA003,"[""30223363"", ""79541391"", ""16186411"", ""26746496"", ""29051656"", ""37764298"", ""36434348"", ""18067556"", ""51363762"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DA004,"[""30223363"", ""79541391"", ""29051656"", ""16186411"", ""37764298"", ""26746496"", ""13385306"", ""83816738"", ""18067556"", ""36434348""]","[""INFORMATION-TECHNOLOGY""]",True
DA005,"[""30223363"", ""79541391"", ""29051656"", ""22450718"", ""16186411"", ""26746496"", ""83816738"", ""13385306"", ""18067556"", ""36434348""]","[""INFORMATION-TECHNOLOGY""]",True
DA006,"[""79541391"", ""30223363"", ""37764298"", ""16186411"", ""26746496"", ""29051656"", ""18067556"", ""13385306"", ""20408458"", ""51639418""]","[""INFORMATION-TECHNOLOGY""]",True
DA007,"[""30223363"", ""79541391"", ""29051656"", ""37764298"", ""16186411"", ""22450718"", ""83816738"", ""18067556"", ""26746496"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DA008,"[""79541391"", ""30223363"", ""29051656"", ""37764298"", ""18067556"", ""16186411"", ""22450718"", ""26746496"", ""19796840"", ""52618188""]","[""INFORMATION-TECHNOLOGY""]",True
DA009,"[""30223363"", ""79541391"", ""16186411"", ""26746496"", ""29051656"", ""13385306"", ""37764298"", ""20408458"", ""18067556"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DA010,"[""30223363"", ""16186411"", ""26746496"", ""83816738"", ""13385306"", ""79541391"", ""36856210"", ""46260230"", ""51363762"", ""52618188""]","[""INFORMATION-TECHNOLOGY""]",True
DA011,"[""30223363"", ""16186411"", ""26746496"", ""79541391"", ""13385306"", ""29051656"", ""37764298"", ""52618188"", ""83816738"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DA012,"[""30223363"", ""16186411"", ""26746496"", ""13385306"", ""79541391"", ""83816738"", ""28126340"", ""51363762"", ""16899268"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
DA013,"[""12011623"", ""30223363"", ""16186411"", ""26746496"", ""27152464"", ""38535335"", ""79541391"", ""13385306"", ""83816738"", ""28126340""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DA014,"[""30223363"", ""16186411"", ""26746496"", ""13385306"", ""79541391"", ""83816738"", ""51363762"", ""37242217"", ""33381211"", ""13405733""]","[""INFORMATION-TECHNOLOGY""]",True
DA015,"[""12011623"", ""30223363"", ""79541391"", ""27152464"", ""16186411"", ""26746496"", ""13385306"", ""38535335"", ""83816738"", ""50328713""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DA016,"[""30223363"", ""16186411"", ""13385306"", ""26746496"", ""79541391"", ""83816738"", ""51363762"", ""51639418"", ""13405733"", ""24083609""]","[""INFORMATION-TECHNOLOGY""]",True
DA017,"[""30223363"", ""13385306"", ""16186411"", ""26746496"", ""79541391"", ""28126340"", ""52618188"", ""36856210"", ""36434348"", ""18067556""]","[""INFORMATION-TECHNOLOGY""]",True
DA018,"[""12011623"", ""30223363"", ""79541391"", ""27152464"", ""13385306"", ""16186411"", ""26746496"", ""50328713"", ""18067556"", ""38535335""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DA019,"[""30223363"", ""16186411"", ""26746496"", ""13385306"", ""79541391"", ""83816738"", ""51363762"", ""28126340"", ""13405733"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
DA020,"[""30223363"", ""13385306"", ""16186411"", ""26746496"", ""79541391"", ""28126340"", ""52618188"", ""18067556"", ""29051656"", ""83816738""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-001,"[""83816738"", ""12011623"", ""29051656"", ""16186411"", ""50328713"", ""79541391"", ""26746496"", ""30223363"", ""56691064"", ""20824105""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DE-F-002,"[""83816738"", ""79541391"", ""29051656"", ""30223363"", ""20408458"", ""16186411"", ""31243710"", ""26746496"", ""20001721"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-003,"[""83816738"", ""29051656"", ""20824105"", ""79541391"", ""16186411"", ""30223363"", ""20408458"", ""20001721"", ""26746496"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-004,"[""83816738"", ""30223363"", ""29051656"", ""16186411"", ""79541391"", ""26746496"", ""36434348"", ""22450718"", ""13385306"", ""20408458""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-005,"[""83816738"", ""20824105"", ""29051656"", ""79541391"", ""20408458"", ""30223363"", ""31243710"", ""16186411"", ""26746496"", ""20001721""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-006,"[""83816738"", ""29051656"", ""12011623"", ""20824105"", ""30223363"", ""16186411"", ""79541391"", ""26746496"", ""50328713"", ""20408458""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DE-F-007,"[""83816738"", ""10089434"", ""29051656"", ""79541391"", ""20408458"", ""16186411"", ""57002858"", ""30223363"", ""26746496"", ""31243710""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-008,"[""83816738"", ""20824105"", ""29051656"", ""79541391"", ""31243710"", ""30223363"", ""16186411"", ""20001721"", ""26746496"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-009,"[""29051656"", ""83816738"", ""20824105"", ""79541391"", ""20408458"", ""36434348"", ""22450718"", ""20001721"", ""30223363"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DE-F-010,"[""83816738"", ""29051656"", ""16186411"", ""10089434"", ""20408458"", ""79541391"", ""26746496"", ""20824105"", ""30223363"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-001,"[""29051656"", ""20824105"", ""30223363"", ""79541391"", ""20408458"", ""83816738"", ""26746496"", ""16186411"", ""22450718"", ""31243710""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-002,"[""29051656"", ""79541391"", ""20824105"", ""83816738"", ""30223363"", ""16186411"", ""26746496"", ""20408458"", ""22450718"", ""36856210""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-003,"[""20408458"", ""29051656"", ""30223363"", ""18067556"", ""79541391"", ""13385306"", ""83816738"", ""11584809"", ""10247517"", ""26746496""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-004,"[""29051656"", ""83816738"", ""20824105"", ""79541391"", ""30223363"", ""26746496"", ""13385306"", ""16186411"", ""20408458"", ""36434348""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-005,"[""18067556"", ""79541391"", ""83816738"", ""29051656"", ""20824105"", ""20408458"", ""30223363"", ""11584809"", ""13385306"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-006,"[""29051656"", ""83816738"", ""16186411"", ""79541391"", ""26746496"", ""20824105"", ""30223363"", ""20408458"", ""13385306"", ""36856210""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-007,"[""29051656"", ""20824105"", ""79541391"", ""30223363"", ""20408458"", ""83816738"", ""13385306"", ""26746496"", ""18067556"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-008,"[""29051656"", ""83816738"", ""20824105"", ""12011623"", ""79541391"", ""36856210"", ""13385306"", ""30223363"", ""26746496"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DE-E-009,"[""29051656"", ""79541391"", ""20824105"", ""83816738"", ""16186411"", ""20408458"", ""26746496"", ""31243710"", ""30223363"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DE-E-010,"[""83816738"", ""29051656"", ""12011623"", ""30223363"", ""79541391"", ""26746496"", ""16186411"", ""38535335"", ""50328713"", ""20824105""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-F1,"[""83816738"", ""30223363"", ""36434348"", ""16186411"", ""20001721"", ""79541391"", ""22450718"", ""26746496"", ""13385306"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F2,"[""16186411"", ""79541391"", ""30223363"", ""26746496"", ""36434348"", ""13385306"", ""20001721"", ""51639418"", ""51363762"", ""28126340""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F3,"[""30223363"", ""20001721"", ""51363762"", ""83816738"", ""36434348"", ""79541391"", ""37242217"", ""16186411"", ""26746496"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F4,"[""30223363"", ""16186411"", ""13385306"", ""26746496"", ""36434348"", ""22450718"", ""20001721"", ""28126340"", ""79541391"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F5,"[""16186411"", ""79541391"", ""83816738"", ""26746496"", ""20001721"", ""30223363"", ""36434348"", ""22450718"", ""13385306"", ""12011623""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F6,"[""30223363"", ""79541391"", ""83816738"", ""36434348"", ""20001721"", ""22450718"", ""16186411"", ""13385306"", ""26746496"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F7,"[""30223363"", ""13385306"", ""36434348"", ""16186411"", ""20001721"", ""79541391"", ""26746496"", ""51363762"", ""13405733"", ""22450718""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F8,"[""30223363"", ""16186411"", ""83816738"", ""20001721"", ""26746496"", ""79541391"", ""36434348"", ""22450718"", ""13385306"", ""28035460""]","[""INFORMATION-TECHNOLOGY""]",True
DS-F9,"[""30223363"", ""16186411"", ""26746496"", ""79541391"", ""13385306"", ""36434348"", ""20001721"", ""83816738"", ""22450718"", ""52618188""]","[""INFORMATION-TECHNOLOGY""]",True
DS-E1,"[""12011623"", ""16186411"", ""30223363"", ""26746496"", ""83816738"", ""13385306"", ""42156237"", ""38535335"", ""27152464"", ""50328713""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S1,"[""12011623"", ""83816738"", ""42156237"", ""27152464"", ""30223363"", ""38535335"", ""79541391"", ""16186411"", ""13385306"", ""26746496""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S2,"[""12011623"", ""27152464"", ""13385306"", ""30223363"", ""39166680"", ""11957080"", ""42156237"", ""31909493"", ""79541391"", ""47919212""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S3,"[""12011623"", ""13385306"", ""30223363"", ""42156237"", ""27152464"", ""16186411"", ""26746496"", ""79541391"", ""83816738"", ""38535335""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S4,"[""12011623"", ""16186411"", ""79541391"", ""27152464"", ""13385306"", ""26746496"", ""30223363"", ""83816738"", ""47919212"", ""38535335""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S5,"[""12011623"", ""27152464"", ""83816738"", ""79541391"", ""16186411"", ""11584809"", ""21298336"", ""50328713"", ""47919212"", ""28505854""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S6,"[""12011623"", ""27152464"", ""13385306"", ""83816738"", ""27419236"", ""16186411"", ""11957080"", ""26746496"", ""11584809"", ""31909493""]","[""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
DS-S7,"[""12011623"", ""14871762"", ""27152464"", ""83816738"", ""79541391"", ""16186411"", ""30223363"", ""13385306"", ""42156237"", ""26746496""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
1,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""28697203"", ""20824105"", ""10247517"", ""27295996"", ""21780877"", ""36856210""]","[""INFORMATION-TECHNOLOGY""]",True
2,"[""83816738"", ""20824105"", ""70089206"", ""10089434"", ""28697203"", ""27295996"", ""33381211"", ""21283365"", ""57002858"", ""28897981""]","[""INFORMATION-TECHNOLOGY""]",True
3,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""36856210"", ""10247517"", ""20824105"", ""27295996"", ""28697203"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
4,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""27295996"", ""20824105"", ""36856210"", ""28697203"", ""10247517"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
5,"[""83816738"", ""10089434"", ""57002858"", ""70089206"", ""20824105"", ""36856210"", ""27295996"", ""21780877"", ""10247517"", ""10840430""]","[""INFORMATION-TECHNOLOGY""]",True
6,"[""83816738"", ""10089434"", ""20824105"", ""70089206"", ""27295996"", ""28697203"", ""33381211"", ""57002858"", ""21283365"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
7,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""20824105"", ""36856210"", ""27295996"", ""10247517"", ""10840430"", ""28697203""]","[""INFORMATION-TECHNOLOGY""]",True
8,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""27295996"", ""20824105"", ""36856210"", ""28697203"", ""21780877"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
9,"[""83816738"", ""10089434"", ""70089206"", ""57002858"", ""20824105"", ""27295996"", ""36856210"", ""21780877"", ""10247517"", ""10840430""]","[""INFORMATION-TECHNOLOGY""]",True
10,"[""83816738"", ""20824105"", ""57002858"", ""33381211"", ""10089434"", ""21283365"", ""27295996"", ""29051656"", ""36856210"", ""10840430""]","[""CHEF"", ""INFORMATION-TECHNOLOGY""]",True
DMS-F-001,"[""80679862"", ""18488289"", ""20628003"", ""27419236"", ""39166680"", ""12085736"", ""20210676"", ""18354623"", ""23864858"", ""16893572""]","[""DIGITAL-MEDIA""]",True
DMS-F-002,"[""80679862"", ""18488289"", ""39166680"", ""20628003"", ""18354623"", ""20210676"", ""28679359"", ""23864858"", ""16536141"", ""16893572""]","[""DIGITAL-MEDIA""]",True
DMS-F-003,"[""80679862"", ""18488289"", ""39166680"", ""20628003"", ""12085736"", ""16893572"", ""23864858"", ""28679359"", ""27419236"", ""20210676""]","[""DIGITAL-MEDIA""]",True
DMS-F-004,"[""80679862"", ""39166680"", ""18488289"", ""20628003"", ""28679359"", ""23864858"", ""16893572"", ""20210676"", ""18354623"", ""12085736""]","[""DIGITAL-MEDIA""]",True
DMS-F-005,"[""80679862"", ""18488289"", ""20628003"", ""39166680"", ""12085736"", ""23864858"", ""20210676"", ""18354623"", ""27419236"", ""16893572""]","[""DIGITAL-MEDIA""]",True
DMS-E-006,"[""28679359"", ""22706174"", ""23864858"", ""39166680"", ""16536141"", ""80679862"", ""29002596"", ""40883703"", ""16893572"", ""20628003""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""SALES""]",True
DMS-E-007,"[""28679359"", ""22706174"", ""16536141"", ""39166680"", ""23864858"", ""40883703"", ""16893572"", ""80679862"", ""29002596"", ""20628003""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""SALES""]",True
DMS-E-008,"[""28679359"", ""39166680"", ""23864858"", ""80679862"", ""22706174"", ""18488289"", ""29002596"", ""16536141"", ""16893572"", ""20628003""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-009,"[""28679359"", ""22706174"", ""23864858"", ""80679862"", ""39166680"", ""16893572"", ""20628003"", ""12085736"", ""16536141"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""SALES""]",True
DMS-E-010,"[""28679359"", ""22706174"", ""23864858"", ""39166680"", ""80679862"", ""20628003"", ""18488289"", ""16536141"", ""16893572"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-011,"[""28679359"", ""39166680"", ""22706174"", ""80679862"", ""23864858"", ""16893572"", ""16536141"", ""20628003"", ""12085736"", ""29002596""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-012,"[""28679359"", ""23864858"", ""39166680"", ""22706174"", ""80679862"", ""18488289"", ""40883703"", ""16536141"", ""20628003"", ""29002596""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""SALES""]",True
DMS-E-013,"[""39166680"", ""23864858"", ""28679359"", ""22706174"", ""16893572"", ""80679862"", ""20628003"", ""18488289"", ""16536141"", ""29002596""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-014,"[""28679359"", ""39166680"", ""23864858"", ""80679862"", ""22706174"", ""16893572"", ""20628003"", ""18488289"", ""16536141"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA"", ""SALES""]",True
DMS-E-015,"[""28679359"", ""23864858"", ""22706174"", ""39166680"", ""16893572"", ""16536141"", ""80679862"", ""40883703"", ""29002596"", ""20628003""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-016,"[""28679359"", ""39166680"", ""22706174"", ""23864858"", ""16893572"", ""80679862"", ""16536141"", ""20628003"", ""29002596"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-017,"[""28679359"", ""22706174"", ""39166680"", ""23864858"", ""80679862"", ""16536141"", ""18488289"", ""20628003"", ""29002596"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-018,"[""28679359"", ""39166680"", ""23864858"", ""80679862"", ""22706174"", ""18488289"", ""20628003"", ""16536141"", ""16893572"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-019,"[""28679359"", ""39166680"", ""22706174"", ""80679862"", ""23864858"", ""16893572"", ""20628003"", ""29002596"", ""16536141"", ""18488289""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
DMS-E-020,"[""39166680"", ""28679359"", ""23864858"", ""80679862"", ""22706174"", ""18488289"", ""16536141"", ""16893572"", ""20628003"", ""40883703""]","[""BUSINESS-DEVELOPMENT"", ""DIGITAL-MEDIA""]",True
ETH-F-001,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""31243710"", ""10641230"", ""17688766"", ""27770859"", ""52246737"", ""24913648""]","[""ACCOUNTANT"", ""INFORMATION-TECHNOLOGY""]",True
ETH-F-002,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""17688766"", ""10641230"", ""27770859"", ""31243710"", ""83816738"", ""24913648""]","[""INFORMATION-TECHNOLOGY""]",True
ETH-F-003,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""52246737"", ""10641230"", ""31243710"", ""17688766"", ""83816738"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
ETH-F-004,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""31243710"", ""27770859"", ""17688766"", ""10641230"", ""24913648"", ""10089434""]","[""ACCOUNTANT"", ""INFORMATION-TECHNOLOGY""]",True
ETH-F-005,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""17688766"", ""10641230"", ""31243710"", ""27770859"", ""83816738"", ""24913648""]","[""INFORMATION-TECHNOLOGY""]",True
ETH-E-006,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""17688766"", ""10641230"", ""24913648"", ""52246737"", ""22605864"", ""31243710""]","[""ACCOUNTANT"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
ETH-E-007,"[""27058381"", ""18187364"", ""20237244"", ""36856210"", ""17688766"", ""10641230"", ""20674668"", ""22605864"", ""52246737"", ""83816738""]","[""ACCOUNTANT"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
ETH-E-008,"[""27058381"", ""20237244"", ""18187364"", ""36856210"", ""17688766"", ""10641230"", ""52246737"", ""22605864"", ""20674668"", ""66832845""]","[""ACCOUNTANT"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
ETH-E-009,"[""27058381"", ""18187364"", ""20237244"", ""36856210"", ""17688766"", ""22605864"", ""10641230"", ""20674668"", ""52246737"", ""66832845""]","[""ACCOUNTANT"", ""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
