antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'time management', 'teamwork'})","frozenset({'leadership', 'communication'})",0.07890499194847021,0.464573268921095,0.05756843800322061,0.7295918367346939,1.5704559120008488,1.0,0.020911287959527118,1.9800686658767048,0.39435913736613026,0.11847555923777962,0.49496700936013505,0.4267543239132741
"frozenset({'interpersonal', 'communication'})",frozenset({'excel'}),0.071658615136876,0.48389694041867953,0.05394524959742351,0.7528089887640449,1.555721737179607,1.0,0.019269864978049535,2.087871468306251,0.38478466298170905,0.10754414125200641,0.5210433136426579,0.43214492699433527
"frozenset({'teamwork', 'microsoft office'})",frozenset({'excel'}),0.06964573268921095,0.48389694041867953,0.05233494363929147,0.7514450867052023,1.5529031575505179,1.0,0.018633586677765074,2.0764146350597312,0.382698132676497,0.10441767068273093,0.5184006204178802,0.42979908245409865
"frozenset({'communication', 'microsoft office'})",frozenset({'excel'}),0.26811594202898553,0.48389694041867953,0.20128824476650564,0.7507507507507507,1.5514682735980572,1.0,0.0715477607412075,2.0706303474768637,0.4856633663366337,0.3654970760233918,0.5170552768056667,0.5833620642272889
frozenset({'interpersonal'}),frozenset({'excel'}),0.08373590982286634,0.48389694041867953,0.06280193236714976,0.75,1.5499168053244592,1.0,0.022282381800690282,2.064412238325282,0.38722905682483894,0.12440191387559808,0.515600624024961,0.439891846921797
"frozenset({'excel', 'organization'})",frozenset({'microsoft office'}),0.16586151368760063,0.3329307568438003,0.08494363929146538,0.5121359223300972,1.5382655756565435,1.0,0.02972324000819416,1.367326010847534,0.41949532470859496,0.20525291828793774,0.26864552267227604,0.3836374895810099
frozenset({'microsoft office'}),frozenset({'excel'}),0.3329307568438003,0.48389694041867953,0.24758454106280192,0.7436517533252721,1.536797799717118,1.0,0.08648036645481161,2.013288822046001,0.523628263440148,0.4349363507779349,0.5033002771138657,0.6276495039504897
frozenset({'excel'}),frozenset({'microsoft office'}),0.48389694041867953,0.3329307568438003,0.24758454106280192,0.5116472545757071,1.536797799717118,1.0,0.08648036645481161,1.3659578028513664,0.6767956571921414,0.4349363507779349,0.26791296340739684,0.6276495039504897
"frozenset({'teamwork', 'excel'})",frozenset({'microsoft office'}),0.10265700483091787,0.3329307568438003,0.05233494363929147,0.5098039215686275,1.531261113877232,1.0,0.018157269325616315,1.3608212560386477,0.3866342271456673,0.1365546218487395,0.2651496325748164,0.3334993005666596
"frozenset({'problem solving', 'adaptability'})","frozenset({'leadership', 'communication'})",0.07648953301127215,0.464573268921095,0.05434782608695652,0.7105263157894736,1.5294171303475323,1.0,0.01881283369766181,1.8496559800907617,0.3748264393425683,0.11166253101736974,0.4593589236248514,0.41375535893459814
"frozenset({'excel', 'communication'})",frozenset({'microsoft office'}),0.3965378421900161,0.3329307568438003,0.20128824476650564,0.5076142131979696,1.5246840454458968,1.0,0.06926860084897615,1.3547694938326946,0.5702535023348901,0.3810975609756098,0.2618670522533232,0.5561045673003149
frozenset({'microsoft office'}),"frozenset({'excel', 'communication'})",0.3329307568438003,0.3965378421900161,0.20128824476650564,0.6045949214026602,1.5246840454458965,1.0,0.06926860084897615,1.5261871697518554,0.5158780929390466,0.3810975609756098,0.34477237142375455,0.5561045673003149
"frozenset({'leadership', 'excel'})",frozenset({'microsoft office'}),0.2427536231884058,0.3329307568438003,0.12318840579710146,0.5074626865671642,1.524228915880092,1.0,0.0423682583024108,1.3543527058019813,0.45418582105888605,0.2722419928825623,0.2616398994766662,0.43873738923279615
"frozenset({'payroll', 'communication'})",frozenset({'excel'}),0.07608695652173914,0.48389694041867953,0.05475040257648953,0.7195767195767195,1.4870454005229379,1.0,0.01793215710985087,1.8404429860541427,0.3544982698961937,0.10836653386454183,0.4566525518163583,0.41636073915608024
"frozenset({'time management', 'teamwork', 'problem solving', 'communication'})",frozenset({'leadership'}),0.06723027375201288,0.5483091787439613,0.05475040257648953,0.81437125748503,1.4852409718008919,1.0,0.01788742638879165,2.4333021661212415,0.35025641676610225,0.09763101220387654,0.5890358320791574,0.4571122073034548
frozenset({'payroll'}),frozenset({'excel'}),0.09460547504025765,0.48389694041867953,0.06763285024154589,0.7148936170212765,1.4773675080539526,1.0,0.021853550322709456,1.8102122239046312,0.35688348260602587,0.13238770685579193,0.4475785839944234,0.4273303359648812
"frozenset({'problem solving', 'communication', 'adaptability'})",frozenset({'leadership'}),0.06763285024154589,0.5483091787439613,0.05434782608695652,0.8035714285714286,1.4655443675267465,1.0,0.017264113514901168,2.299516908212561,0.3407023603914796,0.09677419354838711,0.5651260504201682,0.45134518565135306
"frozenset({'problem solving', 'communication', 'project management'})",frozenset({'leadership'}),0.07286634460547504,0.5483091787439613,0.05837359098228664,0.8011049723756906,1.4610460729671184,1.0,0.018420305413584137,2.2710010735373047,0.3403596508302514,0.10371959942775395,0.5596655538156999,0.45378302950649435
"frozenset({'teamwork', 'problem solving', 'communication'})",frozenset({'leadership'}),0.09702093397745572,0.5483091787439613,0.07769726247987117,0.8008298755186721,1.4605443544701773,1.0,0.024499793849720335,2.2678643317230267,0.3492038558647629,0.13687943262411348,0.5590565158541725,0.47126662645243445
frozenset({'payroll'}),"frozenset({'excel', 'communication'})",0.09460547504025765,0.3965378421900161,0.05475040257648953,0.5787234042553191,1.4594405443352414,1.0,0.017235751644664336,1.4324606776297597,0.34770028509402867,0.12546125461254615,0.3019005578186876,0.3583972351225834
"frozenset({'problem solving', 'project management'})","frozenset({'leadership', 'communication'})",0.0861513687600644,0.464573268921095,0.05837359098228664,0.6775700934579441,1.4584784334051413,1.0,0.018349967975396814,1.6605988471142856,0.34398906273735386,0.11856091578086672,0.39780760311994967,0.4016100034014157
"frozenset({'time management', 'teamwork', 'problem solving'})",frozenset({'leadership'}),0.06964573268921095,0.5483091787439613,0.05555555555555555,0.7976878612716762,1.4548139848743347,1.0,0.01736816106171283,2.232643202208419,0.3360299512727408,0.09878310665712241,0.5521003987511977,0.44950472358738
"frozenset({'problem solving', 'attention to detail'})","frozenset({'leadership', 'communication'})",0.08776167471819646,0.464573268921095,0.059178743961352656,0.6743119266055045,1.4514651869047428,1.0,0.01840701585153031,1.6439863010591726,0.3409646294528403,0.12,0.39172242532937845,0.4008474711017124
"frozenset({'teamwork', 'communication'})",frozenset({'problem solving'}),0.17753623188405798,0.3788244766505636,0.09702093397745572,0.546485260770975,1.4425817085601509,1.0,0.02976586384746434,1.3696920289855072,0.3730235618842194,0.21121822962313758,0.26990887087174464,0.4012978907468052
"frozenset({'leadership', 'microsoft office'})",frozenset({'excel'}),0.17673107890499196,0.48389694041867953,0.12318840579710146,0.6970387243735763,1.4404693771580395,1.0,0.03766877743808361,1.7035281440315766,0.37142400562506994,0.2292134831460674,0.4129829885678342,0.4758072157641592
"frozenset({'problem solving', 'adaptability'})",frozenset({'leadership'}),0.07648953301127215,0.5483091787439613,0.06038647342995169,0.7894736842105262,1.4398330628332945,1.0,0.018446560402031936,2.1455314009661826,0.33077593722755005,0.10699001426533523,0.5339150014072612,0.4498029214004173
"frozenset({'teamwork', 'problem solving'})",frozenset({'leadership'}),0.1034621578099839,0.5483091787439613,0.08132045088566828,0.7859922178988327,1.4334836044498533,1.0,0.024591200105797878,2.1106280193236713,0.3372961005126107,0.14255469301340862,0.5262073701075761,0.467151762400224
"frozenset({'time management', 'teamwork', 'communication'})",frozenset({'leadership'}),0.07367149758454106,0.5483091787439613,0.05756843800322061,0.7814207650273225,1.4251462410630464,1.0,0.017173679665803174,2.066485507246378,0.322043015654489,0.10199714693295293,0.5160866134829493,0.44320671144170826
frozenset({'teamwork'}),frozenset({'problem solving'}),0.1928341384863124,0.3788244766505636,0.1034621578099839,0.5365344467640919,1.4163140975154136,1.0,0.030411866217544298,1.3402841247044146,0.3641654618318018,0.22098022355975927,0.25388954359170723,0.4048240777922478
"frozenset({'time management', 'problem solving'})","frozenset({'leadership', 'communication'})",0.14090177133655393,0.464573268921095,0.09259259259259259,0.6571428571428571,1.414508541718247,1.0,0.027133396085997075,1.5616612989801393,0.34110264455401157,0.18053375196232335,0.359656283566058,0.428224808120822
"frozenset({'problem solving', 'communication', 'attention to detail'})",frozenset({'leadership'}),0.07648953301127215,0.5483091787439613,0.059178743961352656,0.7736842105263158,1.4110364015766288,1.0,0.017238830933432904,1.995843163689473,0.31542800206394667,0.10462633451957296,0.498958626512806,0.440806862972409
frozenset({'organization'}),frozenset({'excel'}),0.24436392914653784,0.48389694041867953,0.16586151368760063,0.6787479406919275,1.402670453143717,1.0,0.047614556024903984,1.6065361905941615,0.3799106196109263,0.29491768074445235,0.37754281176189375,0.5107550019599404
"frozenset({'negotiation', 'communication'})",frozenset({'leadership'}),0.0893719806763285,0.5483091787439613,0.06843800322061191,0.7657657657657658,1.396594832718181,1.0,0.019434525893253056,1.9283723522853964,0.31184272117335005,0.12022630834512023,0.48142795201618743,0.44529110608405764
"frozenset({'leadership', 'microsoft office'})","frozenset({'excel', 'communication'})",0.17673107890499196,0.3965378421900161,0.09782608695652174,0.5535307517084282,1.3959090225824728,1.0,0.027745526279622762,1.3516320779519537,0.3445058206807732,0.20575783234546996,0.26015369395846283,0.40011562966132075
"frozenset({'leadership', 'communication', 'microsoft office'})",frozenset({'excel'}),0.14492753623188406,0.48389694041867953,0.09782608695652174,0.675,1.3949251247920134,1.0,0.027696095591495717,1.588009414096371,0.3311013461672595,0.18423047763457165,0.3702808112324494,0.43858153078203
"frozenset({'problem solving', 'customer service'})","frozenset({'leadership', 'communication'})",0.14210950080515297,0.464573268921095,0.09178743961352658,0.6458923512747876,1.3902916816001494,1.0,0.025767164279731677,1.512045088566828,0.3272287946520455,0.1782642689601251,0.33864406057637025,0.42173300406027076
"frozenset({'problem solving', 'project management'})",frozenset({'leadership'}),0.0861513687600644,0.5483091787439613,0.06561996779388084,0.7616822429906542,1.389147350652559,1.0,0.018382381541381755,1.8953301127214173,0.30654306640361073,0.11535739561217269,0.47238742565845376,0.4406795943293947
"frozenset({'time management', 'problem solving', 'communication'})",frozenset({'leadership'}),0.12198067632850242,0.5483091787439613,0.09259259259259259,0.759075907590759,1.3843939460025296,1.0,0.025709468132278465,1.8748262854873932,0.316237067161055,0.1602787456445993,0.4666172499602901,0.46397260871461593
frozenset({'budgeting'}),"frozenset({'leadership', 'communication'})",0.08252818035426732,0.464573268921095,0.052737520128824475,0.6390243902439023,1.3755083062095783,1.0,0.014397133603532813,1.483276755015885,0.2975524955702413,0.10667752442996743,0.3258169814780853,0.3762712939087796
"frozenset({'customer service', 'communication'})",frozenset({'problem solving'}),0.23832528180354268,0.3788244766505636,0.12399355877616747,0.5202702702702703,1.3733808197145072,1.0,0.033710108624342316,1.2948447528974167,0.356936931989786,0.2514285714285714,0.22770664377922967,0.42379082057615536
"frozenset({'time management', 'teamwork'})",frozenset({'leadership'}),0.07890499194847021,0.5483091787439613,0.059178743961352656,0.75,1.36784140969163,1.0,0.01591441262728807,1.8067632850241546,0.2919580419580419,0.1041814316087881,0.446524064171123,0.42896475770925113
"frozenset({'problem solving', 'organization'})","frozenset({'leadership', 'communication'})",0.09017713365539452,0.464573268921095,0.0571658615136876,0.6339285714285714,1.3645394899727654,1.0,0.015271975749466468,1.4626291190448133,0.2936308114171755,0.11488673139158574,0.31629967776584317,0.37848941569695466
"frozenset({'problem solving', 'communication', 'organization'})",frozenset({'leadership'}),0.07648953301127215,0.5483091787439613,0.0571658615136876,0.7473684210526315,1.3630419661488522,1.0,0.015225948485767846,1.7879428341384855,0.2884069894519689,0.10070921985815603,0.4406980016887135,0.4258134322590617
"frozenset({'communication', 'attention to detail'})",frozenset({'problem solving'}),0.14895330112721417,0.3788244766505636,0.07648953301127215,0.5135135135135136,1.3555447051727605,1.0,0.020062376666381436,1.2768607979960638,0.3081959866553803,0.16949152542372883,0.2168292725648527,0.3577131860872563
"frozenset({'problem solving', 'communication', 'customer service'})",frozenset({'leadership'}),0.12399355877616747,0.5483091787439613,0.09178743961352658,0.7402597402597403,1.3500772355397908,1.0,0.02380063323142509,1.739009661835749,0.29600425696594435,0.15811373092926492,0.42496006667129665,0.45383031065850454
"frozenset({'problem solving', 'attention to detail'})",frozenset({'leadership'}),0.08776167471819646,0.5483091787439613,0.0644122383252818,0.7339449541284403,1.3385604009214727,1.0,0.01629170653535282,1.6977344661002827,0.2772616946160634,0.11267605633802816,0.4109797380169748,0.4257096283123846
"frozenset({'budgeting', 'communication'})",frozenset({'leadership'}),0.07206119162640902,0.5483091787439613,0.052737520128824475,0.7318435754189944,1.33472793049984,1.0,0.01322570732883692,1.6844303542673105,0.2702588133993475,0.09290780141843973,0.4063274878260089,0.4140128302939318
"frozenset({'leadership', 'organization'})",frozenset({'excel'}),0.1529790660225443,0.48389694041867953,0.09863123993558776,0.644736842105263,1.3323846221210263,1.0,0.024605137939171393,1.4527345380807537,0.294521610925739,0.18324607329842932,0.3116429920354707,0.42428189859006915
"frozenset({'problem solving', 'communication', 'microsoft office'})",frozenset({'leadership'}),0.08735909822866345,0.5483091787439613,0.06360708534621579,0.7281105990783411,1.3279197710063138,1.0,0.015707289940644284,1.6613035290264477,0.27058008967408004,0.11118930330752994,0.3980630375317284,0.42205823639673296
frozenset({'attention to detail'}),frozenset({'problem solving'}),0.1747181964573269,0.3788244766505636,0.08776167471819646,0.5023041474654378,1.3259548377302313,1.0,0.021574145383919247,1.2481026719150714,0.29786976952338334,0.18841832324978391,0.19878386409860502,0.3669862926487657
frozenset({'customer service'}),frozenset({'problem solving'}),0.2834138486312399,0.3788244766505636,0.14210950080515297,0.5014204545454546,1.3236221138054294,1.0,0.034745397921901455,1.2458905083703795,0.3411974408759588,0.273219814241486,0.19736125022093917,0.43827664597623417
"frozenset({'time management', 'problem solving'})",frozenset({'leadership'}),0.14090177133655393,0.5483091787439613,0.10225442834138486,0.7257142857142858,1.3235494021397105,1.0,0.02499669381626954,1.6467894524959745,0.28454936572478584,0.17421124828532236,0.3927578304048893,0.45610237046360397
"frozenset({'problem solving', 'communication'})",frozenset({'leadership'}),0.31843800322061194,0.5483091787439613,0.23107890499194847,0.7256637168141592,1.323457175158863,1.0,0.056476424965187816,1.6464858968365275,0.3585927708066212,0.363521215959468,0.3926458757276038,0.5735513885098696
"frozenset({'communication', 'organization'})",frozenset({'excel'}),0.19887278582930756,0.48389694041867953,0.12681159420289856,0.6376518218623483,1.3177430328669493,1.0,0.030577661607557302,1.424329114151801,0.3009842865119248,0.22809558291093415,0.29791507449771687,0.44985752490787967
frozenset({'problem solving'}),"frozenset({'leadership', 'communication'})",0.3788244766505636,0.464573268921095,0.23107890499194847,0.6099893730074388,1.3130100542031873,1.0,0.055087179527073094,1.3728516456273827,0.3837743117733,0.37738330046022356,0.2715891748499835,0.5536948598139447
frozenset({'organization'}),"frozenset({'excel', 'communication'})",0.24436392914653784,0.3965378421900161,0.12681159420289856,0.5189456342668863,1.3086913253999448,1.0,0.029912049030056467,1.254457293803631,0.3121580367185057,0.24667188723570874,0.20284253203398644,0.41937129429080355
frozenset({'negotiation'}),frozenset({'leadership'}),0.11312399355877617,0.5483091787439613,0.08091787439613526,0.7153024911032028,1.3045604903820527,1.0,0.018890950391685528,1.5865640096618354,0.26323669893835405,0.1393897364771151,0.3697071193407805,0.431439791807108
"frozenset({'problem solving', 'organization'})",frozenset({'leadership'}),0.09017713365539452,0.5483091787439613,0.0644122383252818,0.7142857142857142,1.3027061044682189,1.0,0.014967288229207988,1.5809178743961347,0.2553982300884955,0.11220196353436185,0.36745607333842606,0.41588000839102157
frozenset({'negotiation'}),"frozenset({'leadership', 'communication'})",0.11312399355877617,0.464573268921095,0.06843800322061191,0.6049822064056939,1.3022320630084434,1.0,0.015883619739602374,1.3554496525511015,0.2616912766014258,0.1343873517786561,0.26223744414416816,0.3761479489567464
frozenset({'adaptability'}),"frozenset({'leadership', 'communication'})",0.1892109500805153,0.464573268921095,0.11272141706924316,0.5957446808510638,1.2823481691802794,1.0,0.024819067474672038,1.3244766505636067,0.2715633423180593,0.20833333333333334,0.24498480243161092,0.4191894981378369
"frozenset({'customer service', 'adaptability'})","frozenset({'leadership', 'communication'})",0.09420289855072464,0.464573268921095,0.055958132045088566,0.594017094017094,1.2786295160645247,1.0,0.012193983523536137,1.3188405797101448,0.2405755395683453,0.11128903122497998,0.24175824175824176,0.3572338503014413
frozenset({'coaching'}),frozenset({'leadership'}),0.07528180354267311,0.5483091787439613,0.052737520128824475,0.7005347593582887,1.2776272703715046,1.0,0.011459816253977143,1.5083247066942715,0.2349895482657432,0.0923836389280677,0.33701278275043595,0.398358422263579
"frozenset({'problem solving', 'customer service'})",frozenset({'leadership'}),0.14210950080515297,0.5483091787439613,0.09943639291465378,0.6997167138810199,1.2761353283997454,1.0,0.021516449236466048,1.5042156594658647,0.2522280505436425,0.16825613079019075,0.33520170880610817,0.4405338341798638
frozenset({'budgeting'}),frozenset({'leadership'}),0.08252818035426732,0.5483091787439613,0.05756843800322061,0.697560975609756,1.2722037176318899,1.0,0.012317479209938774,1.4934938444756114,0.23320865181330291,0.10042134831460674,0.3304291117777487,0.40127681673292503
"frozenset({'problem solving', 'microsoft office'})","frozenset({'leadership', 'communication'})",0.10869565217391304,0.464573268921095,0.06360708534621579,0.5851851851851853,1.259618717504333,1.0,0.013109990898270675,1.2907608695652175,0.23124421117628904,0.12480252764612954,0.22526315789473697,0.3610501315873933
"frozenset({'problem solving', 'microsoft office'})",frozenset({'excel'}),0.10869565217391304,0.48389694041867953,0.06602254428341385,0.6074074074074074,1.2552412645590683,1.0,0.013425050759644334,1.3146021328958164,0.228138013087448,0.12538226299694188,0.2393135725429017,0.3719233376471313
frozenset({'problem solving'}),frozenset({'leadership'}),0.3788244766505636,0.5483091787439613,0.25966183574879226,0.6854410201912858,1.2500994817585565,1.0,0.05194889806841077,1.4359495364930146,0.3220726763025818,0.3890229191797346,0.30359669710798043,0.5795046510648059
frozenset({'collaboration'}),"frozenset({'leadership', 'communication'})",0.14371980676328502,0.464573268921095,0.08333333333333333,0.5798319327731092,1.2480957721043355,1.0,0.01656495289660591,1.2743156199677936,0.23214297881618662,0.15874233128834356,0.21526505338977686,0.3796040079810087
"frozenset({'time management', 'communication'})",frozenset({'leadership'}),0.1747181964573269,0.5483091787439613,0.1179549114331723,0.6751152073732719,1.2312673826102845,1.0,0.022155320622029295,1.3903107547880906,0.22759344043952384,0.19494344644045242,0.2807363414574041,0.44512001190983713
"frozenset({'leadership', 'time management', 'teamwork', 'problem solving'})",frozenset({'communication'}),0.05555555555555555,0.8011272141706924,0.05475040257648953,0.9855072463768116,1.2301507537688443,1.0,0.010243335122562175,13.722222222222266,0.1980968858131488,0.06827309236947791,0.9271255060728747,0.5269244774597626
"frozenset({'problem solving', 'microsoft office'})",frozenset({'leadership'}),0.10869565217391304,0.5483091787439613,0.07326892109500806,0.6740740740740742,1.2293685756240824,1.0,0.013670097318490525,1.3858695652173918,0.20932725810774608,0.12551724137931033,0.2784313725490198,0.4038505465818242
"frozenset({'leadership', 'communication', 'organization'})",frozenset({'excel'}),0.1252012882447665,0.48389694041867953,0.07447665056360708,0.5948553054662379,1.229301646238049,1.0,0.013892130245487383,1.2738734248396084,0.21322620365418338,0.13930722891566263,0.21499265115299135,0.3743827276083269
"frozenset({'communication', 'project management'})",frozenset({'leadership'}),0.18961352657004832,0.5483091787439613,0.12761674718196458,0.6730360934182591,1.2274755183927721,1.0,0.023649910149595096,1.3814699792960665,0.22868076744065782,0.20910290237467022,0.2761333832896218,0.4528910276195554
"frozenset({'collaboration', 'communication'})",frozenset({'leadership'}),0.12439613526570048,0.5483091787439613,0.08333333333333333,0.6699029126213591,1.2217612591420384,1.0,0.015125790566874367,1.368357487922705,0.2072963518240879,0.1413934426229508,0.2691968225948807,0.41094264573799233
"frozenset({'time management', 'leadership', 'teamwork'})",frozenset({'communication'}),0.059178743961352656,0.8011272141706924,0.05756843800322061,0.9727891156462585,1.2142754589272895,1.0,0.010158735715341469,7.308574879227045,0.18756339937341218,0.07171514543630893,0.8631744195653969,0.5223242060643353
"frozenset({'time management', 'problem solving', 'teamwork'})",frozenset({'communication'}),0.06964573268921095,0.8011272141706924,0.06723027375201288,0.9653179190751443,1.2049496035088736,1.0,0.011435181943828573,5.734165324745001,0.18282258503330837,0.08366733466933866,0.8256067023940454,0.524618758532547
"frozenset({'communication', 'adaptability'})",frozenset({'leadership'}),0.1710950080515298,0.5483091787439613,0.11272141706924316,0.6588235294117647,1.2015548069448043,1.0,0.01890845371731739,1.3239213726470098,0.20236938874627064,0.18579960185799602,0.24466813463353254,0.4322017793901702
"frozenset({'problem solving', 'communication', 'microsoft office'})",frozenset({'excel'}),0.08735909822866345,0.48389694041867953,0.050724637681159424,0.5806451612903226,1.1999355912189362,1.0,0.008451837330574294,1.2307072959246874,0.18257119051119938,0.0974477958236659,0.1874591112676766,0.3427352262358435
"frozenset({'problem solving', 'excel', 'communication'})",frozenset({'leadership'}),0.11594202898550725,0.5483091787439613,0.07608695652173914,0.65625,1.1968612334801763,1.0,0.01251487782678709,1.3140096618357489,0.18605256310174342,0.12936344969199182,0.23897058823529413,0.3975082599118943
"frozenset({'customer service', 'communication', 'adaptability'})",frozenset({'leadership'}),0.0853462157809984,0.5483091787439613,0.055958132045088566,0.6556603773584905,1.1957858864599782,1.0,0.00916201856130442,1.3117596452915092,0.17900749822677062,0.09686411149825784,0.2376652204621126,0.3788580888260881
frozenset({'collaboration'}),frozenset({'leadership'}),0.14371980676328502,0.5483091787439613,0.09420289855072464,0.6554621848739496,1.1954244252767185,1.0,0.015400009335107004,1.311005066572405,0.1909153376008101,0.1575757575757576,0.23722644137869053,0.4136341761374153
frozenset({'project management'}),"frozenset({'leadership', 'communication'})",0.23027375201288244,0.464573268921095,0.12761674718196458,0.5541958041958043,1.1929136721164453,1.0,0.02063771746261421,1.2010356477534654,0.21009595712946968,0.2249822569198013,0.1673852463326149,0.41444625565076176
"frozenset({'leadership', 'problem solving', 'teamwork'})",frozenset({'communication'}),0.08132045088566828,0.8011272141706924,0.07769726247987117,0.9554455445544554,1.1926264988307875,1.0,0.012549236206731124,4.463589193057788,0.17581160058670461,0.09654827413706853,0.7759650458973021,0.5262152345887855
frozenset({'project management'}),frozenset({'leadership'}),0.23027375201288244,0.5483091787439613,0.1501610305958132,0.6520979020979021,1.1892886848833986,1.0,0.02389981874333902,1.2983273857208748,0.20677644788944108,0.23894939141575913,0.22977824314722708,0.46297993489623446
"frozenset({'customer service', 'attention to detail'})","frozenset({'leadership', 'communication'})",0.10144927536231885,0.464573268921095,0.055958132045088566,0.5515873015873015,1.1872988363456298,1.0,0.008827510560339792,1.1940489932025133,0.17556277558598274,0.10970797158642462,0.1625134264232007,0.33601895408654503
frozenset({'attention to detail'}),"frozenset({'leadership', 'communication'})",0.1747181964573269,0.464573268921095,0.09581320450885668,0.5483870967741935,1.1804103538882986,1.0,0.014643800840678248,1.185587761674718,0.18519368723098997,0.17629629629629628,0.15653650254668922,0.37731313244255604
"frozenset({'collaboration', 'adaptability'})",frozenset({'communication'}),0.05676328502415459,0.8011272141706924,0.0535426731078905,0.9432624113475178,1.1774190099433337,1.0,0.008068060709312548,3.5051328502415475,0.15975277502334584,0.06656656656656657,0.7147041088810407,0.5050482911008946
frozenset({'adaptability'}),frozenset({'leadership'}),0.1892109500805153,0.5483091787439613,0.12198067632850242,0.6446808510638298,1.175761552160465,1.0,0.018234575680490403,1.2712256646128033,0.18437275703737202,0.19816873773708307,0.21335760609853224,0.4335739057081264
"frozenset({'communication', 'attention to detail'})",frozenset({'leadership'}),0.14895330112721417,0.5483091787439613,0.09581320450885668,0.6432432432432432,1.1731396594832717,1.0,0.014140742296591902,1.2661030595813203,0.17341771145544305,0.15930388219544844,0.21017488076311602,0.40899313410326626
"frozenset({'problem solving', 'teamwork'})",frozenset({'communication'}),0.1034621578099839,0.8011272141706924,0.09702093397745572,0.9377431906614786,1.1705296912578456,1.0,0.014134583719054766,3.194394122383253,0.16249834639756885,0.1201395812562313,0.6869515902897021,0.5294243591498348
"frozenset({'customer service', 'adaptability'})",frozenset({'leadership'}),0.09420289855072464,0.5483091787439613,0.06038647342995169,0.641025641025641,1.169095221958658,1.0,0.008734159490303157,1.2582815734989645,0.15968000000000002,0.1037344398340249,0.20526532291238161,0.37557889980797465
frozenset({'time management'}),"frozenset({'leadership', 'communication'})",0.21739130434782608,0.464573268921095,0.1179549114331723,0.5425925925925926,1.1679376083188908,1.0,0.016960722537282077,1.1705685618729096,0.18373151308304886,0.20913633119200567,0.14571428571428577,0.39824603633095834
"frozenset({'teamwork', 'customer service'})",frozenset({'communication'}),0.055958132045088566,0.8011272141706924,0.05233494363929147,0.9352517985611511,1.167419832977839,1.0,0.007505361203813912,3.0714796922526424,0.15191077579137285,0.06503251625812907,0.6744240235342094,0.5002892158634902
"frozenset({'time management', 'teamwork'})",frozenset({'communication'}),0.07890499194847021,0.8011272141706924,0.07367149758454106,0.933673469387755,1.1654496974669264,1.0,0.010458561200702196,2.998389694041862,0.1541231992051663,0.09136295556665001,0.6664876476906546,0.5128166341913649
"frozenset({'data analysis', 'communication'})",frozenset({'leadership'}),0.0821256038647343,0.5483091787439613,0.05233494363929147,0.6372549019607843,1.1622181912412541,1.0,0.0073047212303671075,1.245201723462593,0.1520647773279353,0.09052924791086352,0.19691726958162936,0.36635138636952574
"frozenset({'customer service', 'communication'})",frozenset({'leadership'}),0.23832528180354268,0.5483091787439613,0.15177133655394526,0.6368243243243243,1.1614329086796047,1.0,0.021095397014321615,1.2437254241096507,0.18248551769000848,0.23906150919467348,0.19596401214048279,0.4568115747906497
"frozenset({'customer service', 'communication', 'attention to detail'})",frozenset({'leadership'}),0.08816425120772947,0.5483091787439613,0.055958132045088566,0.6347031963470319,1.1575644197694765,1.0,0.007616863870802119,1.2365036231884055,0.14927819333936823,0.09639389736477116,0.19126803897150374,0.3683794983203588
"frozenset({'leadership', 'customer service', 'adaptability'})",frozenset({'communication'}),0.06038647342995169,0.8011272141706924,0.055958132045088566,0.9266666666666666,1.1567035175879397,1.0,0.007580884812558829,2.711901624945102,0.14418079931941333,0.06946526736631684,0.6312550607287448,0.4982579564489112
frozenset({'time management'}),frozenset({'leadership'}),0.21739130434782608,0.5483091787439613,0.13768115942028986,0.6333333333333333,1.1550660792951541,1.0,0.01848351186725479,1.2318840579710144,0.17153996101364533,0.21923076923076926,0.188235294117647,0.44221732745961817
"frozenset({'leadership', 'adaptability'})",frozenset({'communication'}),0.12198067632850242,0.8011272141706924,0.11272141706924316,0.9240924092409241,1.1534902233941986,1.0,0.014999377659533089,2.6199327872295726,0.1515523678522303,0.13909587680079483,0.6183108189361445,0.5323979634144319
"frozenset({'leadership', 'teamwork'})",frozenset({'communication'}),0.09541062801932366,0.8011272141706924,0.08816425120772947,0.9240506329113924,1.1534380764582406,1.0,0.011728200580332498,2.618491680085884,0.1470575683864637,0.10906374501992032,0.6181007533439248,0.5170504420838369
frozenset({'customer service'}),"frozenset({'leadership', 'communication'})",0.2834138486312399,0.464573268921095,0.15177133655394526,0.5355113636363636,1.152695170946904,1.0,0.02010483843782171,1.1527229929038199,0.18485977408875512,0.2545577312626604,0.13248889268626113,0.4311005691665354
"frozenset({'leadership', 'problem solving', 'customer service'})",frozenset({'communication'}),0.09943639291465378,0.8011272141706924,0.09178743961352658,0.9230769230769231,1.1522226517201393,1.0,0.012126239170627606,2.585346215781,0.14669944866636866,0.1134892981582877,0.6132046091560264,0.5188248936992655
"frozenset({'teamwork', 'excel'})",frozenset({'communication'}),0.10265700483091787,0.8011272141706924,0.09460547504025765,0.9215686274509804,1.1503399349689625,1.0,0.012364154744957098,2.5356280193236733,0.14564302282294322,0.11691542288557213,0.6056203858061446,0.5198295398561434
